country,Year,success,internationalAttack,attackType,targetTypeTitle,targetType,targetSubtype,terroristGroup,numberKilled,numberWounded
United Kingdom      ,2017,0,1,Bombardeamento             ,TargetType,Desconhecido                       ,Desconhecido                                           ,Desconhecido                                           ,0,0
Greece              ,2017,0,0,Assalto                       ,TargetType,Policia              ,Agentes da Policia                      ,Anarchists                                        ,0,0
Greece              ,2017,0,0,Assalto                       ,TargetType,Policia              ,Agentes da Policia                      ,Anarchists                                        ,0,0
Greece              ,2017,0,0,Desconhecido                       ,TargetType,Governo                  ,Instituições Governamentais                                      ,Rubicon (Rouvikonas)                              ,0,0
Greece              ,2017,0,0,Desconhecido                       ,TargetType,Jornalismo e Media         ,Jornal                                         ,Rubicon (Rouvikonas)                              ,0,0
United Kingdom      ,2017,1,1,Infraestrutura      ,TargetType,Religião,Local de Culto                                  ,Desconhecido                                           ,0,0
United Kingdom      ,2017,0,1,Bombardeamento             ,TargetType,Desconhecido                       ,Desconhecido                                           ,Desconhecido                                           ,0,0
United Kingdom      ,2017,1,1,Bombardeamento             ,TargetType,Cidadãos e Propriedade ,Desconhecido                                           ,Desconhecido                                           ,0,0
France              ,2017,1,0,Assalto                       ,TargetType,Forças Militares            ,Pessoal Militar                                ,Jihadi-inspired extremists                        ,0,2
United Kingdom      ,2017,0,1,Bombardeamento             ,TargetType,Cidadãos e Propriedade ,Casa                                             ,Desconhecido                                           ,0,0
Greece              ,2017,1,0,Reféns               ,TargetType,Negócios                 ,Lojistas                                            ,Anarchists                                        ,0,0
Ireland             ,2017,0,0,Bombardeamento             ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Desconhecido                                           ,0,0
United Kingdom      ,2017,0,1,Bombardeamento             ,TargetType,Desconhecido                       ,Desconhecido                                           ,Desconhecido                                           ,0,0
United Kingdom      ,2017,1,1,Infraestrutura      ,TargetType,Religião,Local de Culto                                  ,Desconhecido                                           ,0,0
